,soundtrack,valence,energy,tension,anger,fear,happy,sad,tender,beauty,liking,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rms_mean,rms_std,rms_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,entropy_fft,entropy_welch,novelty_mean,novelty_std,novelty_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,target
54,Dances with Wolves,7.04,7.27,4.66,1.38,1.4,5.6,1.17,1.96,5.87,5.74,104.37869822485207,7697,307.88,0.3824432,0.2911609,0.08477468,0.45013785,0.27943483,0.07808383,0.2292715304594325,0.17540780670803355,0.03076789865412286,0.342803,2.536179,6.432204,0.23024313,60.67671,3681.663,0.012484651,1.5758572,2.483326,0.071398675,0.030120082,0.00090721936,1064.012461920495,174.61137422374873,30489.132008306016,1522.7402026571883,167.82073695477177,28163.7997520427,21.07671917833019,7.08796416361115,50.23923598463591,2022.8144534510586,362.4295842056425,131355.20350747491,10.4196415,3.4560575,1.5264046,0.5245606,0.2751638,0.8073450865140378,0.8688838115310421,0.7549590779407115,-0.042404671488577794,0.1293181747757529,0.016723190327332167,0.04900845526963595,0.015606367710354325,0.00024355871311079012,-0.0027698649,0.06610964,0.004370485,-0.0032695192,0.018737435,0.0003510915,4.200489795918367,2.920318041203348,8.52825746177776,VALENCE POS HIGH
55,Man of Galilee CD1,6.67,6.75,5.16,1.11,1.19,5.11,1.72,3.04,5.26,5.24,113.45510676614356,7504,288.61538461538464,0.33050078,0.29039174,0.08432737,0.32817343,0.27446383,0.07533039,0.2091206150772631,0.19900226552238168,0.039601901683040494,0.21848887,1.0486859,1.0997422,-4.841984,59.32331,3519.2551,-0.004520508,1.8264455,3.335903,0.056863803,0.03140908,0.0009865303,1623.1630691121252,385.9448420872383,148953.42113374334,1851.8061115366615,267.1693220625244,71379.44665134886,24.655680504711064,7.536844760555479,56.80402894471258,3260.658883735807,825.2560248797449,681047.5066003181,13.29915,4.6068997,1.5542951,0.67793053,0.45958984,0.7076416411287667,0.9916874595189036,0.9834440173670571,-0.012102071447386875,0.16806458626211004,0.02824570515545423,0.09040942725411123,0.03805917699114745,0.0014485009532434875,1.12260246e-07,0.057134032,0.0032642977,-9.644058e-06,0.015208969,0.00023131273,8.743473922902494,3.851780186154804,14.836210602454738,VALENCE POS MODERATE
56,Shakespeare In Love,6.57,7.55,5.51,1.47,1.45,4.49,1.96,2.02,5.08,4.64,144.97041420118344,9663,292.8181818181818,0.36237916,0.28480506,0.08111393,0.3965373,0.26495293,0.070200056,0.22776403846300122,0.177360864105805,0.031456876116357835,0.77491117,2.4467926,5.9867935,0.026715003,44.00224,1936.197,0.009239609,1.491491,2.2245452,0.11908166,0.021116072,0.00044588852,1476.0078381437174,205.47091079096424,42218.29518126838,1737.4877959894409,147.5359702800575,21766.862526478013,24.00651628105225,8.03581604751552,64.57433954950795,2972.340241245065,503.2474896867089,253258.03587597416,11.514182,4.1627893,1.5636839,0.5797366,0.3360945,1.6146610441395668,1.6694542765547646,2.787077581506993,0.006719457579657964,0.13225938303700888,0.017492544401330228,0.0873532736806658,0.01887862245991292,0.00035640238598392865,5.3040185e-07,0.10607571,0.011252057,2.2456183e-05,0.025609225,0.0006558324,6.920912364945978,4.352571021408673,18.944874496406538,VALENCE POS MODERATE
57,Vertigo OST,6.03,3.82,4.31,1.06,1.51,1.77,5.06,4.3,5.81,5.27,137.34039240112114,9528,297.75,0.26762894,0.31129044,0.096901745,0.26258647,0.28407446,0.080698304,0.19120872473636136,0.21626963938109234,0.04677255691802773,0.036171235,0.3290266,0.108258516,-19.287495,90.04327,8107.79,0.010519525,1.1370943,1.2929834,0.020896675,0.01370263,0.00018776207,1286.223381542165,253.88009433216112,64455.102298107035,1792.4417828235423,319.8190631166003,102284.23313277998,21.90479143905051,6.321408564029269,39.96020623338259,2356.6332185318847,979.7311488451721,959873.1240174808,11.615101,2.9793007,1.5530943,0.3976722,0.15814319,0.1785401673102285,0.2327190322726256,0.05415814798190736,0.0322907269738853,0.20631170558013093,0.04256451985938262,0.04861494966336526,0.012343155443738464,0.00015235348630829047,-2.7081219e-06,0.024378298,0.0005943014,-1.9558174e-05,0.002032512,4.131105e-06,2.1908027210884358,1.3108744113364863,1.7183917222967797,VALENCE POS MODERATE
58,Vertigo OST,6.69,6.33,4.36,1.11,1.15,4.32,2.02,2.6,5.5,5.02,118.61215707369554,4221,211.05,0.27876216,0.2833152,0.08026751,0.29585525,0.29558024,0.08736768,0.18526070777627957,0.22138609596712547,0.049011803487565286,0.76183003,4.286556,18.37456,-6.195014,50.94811,2595.7097,0.0065933275,1.3350565,1.7823759,0.1097478,0.052387945,0.0027444968,1610.5240623736609,305.0869885492386,93078.07058204325,1643.8005785094554,180.240347299102,32486.58279450091,25.177977595784615,7.2258510565800504,52.21292349187903,3163.339714584058,624.2578296491614,389697.83787828137,11.878138,4.479831,1.3331072,0.53094745,0.28190517,1.355006844292689,1.666772534377639,2.7781306813556577,0.13762912281865672,0.19359320307139394,0.03747832827544197,0.09518653098580063,0.02686306031281931,0.0007216240093701679,-4.302393e-05,0.11502567,0.013230904,-0.00027800267,0.016557263,0.00027414295,6.31698866213152,3.815268727451901,14.556275462672449,VALENCE POS MODERATE
59,Outbreak,5.84,5.9,5.67,1.28,2.49,2.72,2.47,2.02,5.7,5.47,108.72781065088758,1062,106.2,0.34932745,0.30001593,0.090009555,0.29492453,0.26688835,0.0712294,0.20302803393550617,0.20521440195467835,0.04211295076961629,0.19325274,1.1974945,1.433993,-5.6586094,71.07614,5051.8174,-0.018075766,1.2897232,1.6633857,0.046848677,0.03500292,0.0012252046,1430.67390290085,275.24731617248744,75761.08506015727,1912.8153508623777,212.34227881747915,45089.24337340006,22.896802558702106,7.494023951327494,56.16039498307015,2961.409892379175,747.3412246269253,558518.9060268725,11.037993,3.5165946,1.5083065,0.48662806,0.23680687,0.5449816331826599,0.8022640511079677,0.6436276077001678,-0.04909874376461059,0.1881677232954178,0.035407092090180926,0.0659881263637972,0.020648822386342715,0.000426373865942728,-5.4477514e-05,0.05008351,0.002508358,-0.00016993485,0.014008755,0.00019624521,3.97990022675737,2.1477943439321425,4.613020543826902,VALENCE POS MODERATE
60,Juha,5.78,5.97,5.99,1.26,1.6,3.0,2.32,2.17,4.72,5.43,104.37869822485207,9416,336.2857142857143,0.43316618,0.26608905,0.07080338,0.27640617,0.26715612,0.07137239,0.1984708430767714,0.20962504092242637,0.04394265778172893,0.5526848,1.8249226,3.3303423,1.3366693,39.77331,1581.9164,0.00199279,1.4373816,2.0660658,0.099277906,0.021796865,0.00047510336,1672.3655201404958,281.2493398056975,79101.1911411407,2017.3672431034176,259.0809801813849,67122.95429174716,21.362028536596778,5.628026930363926,31.67468712890159,3310.0348751204074,819.2689447013042,671201.6037519886,12.273234,4.3036156,1.5030663,0.8730242,0.76217127,1.3804449410852186,1.4497098396533843,2.1016586191878415,-0.001303413038098596,0.20522795265309765,0.04211851255018209,0.08397542321172646,0.022670354548937947,0.0005139449753745514,-5.4555824e-07,0.090525,0.008194775,-1.6789388e-06,0.020781191,0.0004318579,6.62465306122449,3.3141074285024374,10.98330804765504,VALENCE NEG MODERATE
61,Shakespeare In Love,3.48,5.58,7.37,2.94,4.98,1.0,2.74,1.17,5.08,5.01,137.34039240112114,6809,252.1851851851852,0.452716,0.28358197,0.08041873,0.46710417,0.26592183,0.070714414,0.23865551873430482,0.1624095955015996,0.026376876710993206,0.073752865,0.4487294,0.20135807,-4.346349,85.9676,7390.4272,0.0046124207,1.4932371,2.2297573,0.0333897,0.01356857,0.00018410609,822.9814650637506,271.32688518234636,73618.27862275415,1198.209483866764,259.1090644536952,67137.5072820692,22.833647081672627,6.411051013074477,41.10157509224328,1574.1837611918459,660.7148279410573,436544.08386118093,10.596027,3.1950064,1.3725708,0.53553927,0.2868023,0.3512498638331863,0.3977019998952836,0.15816688072070817,0.012041174602745806,0.11452420486910185,0.013115793500900013,0.03711137490145619,0.01759346056808052,0.0003095298547606041,2.9132336e-06,0.029861163,0.00089168904,2.3605546e-05,0.009548094,9.1166105e-05,7.525200302343159,4.128577786596137,17.045154539975055,VALENCE NEG MODERATE
62,Batman,4.76,3.96,6.04,1.23,3.83,1.19,3.91,2.32,5.72,5.42,96.64694280078895,7691,320.4583333333333,0.24410363,0.3075818,0.09460658,0.25011927,0.2816099,0.07930413,0.18575044047360467,0.22097535427552814,0.048830107197195174,0.041262154,0.30321833,0.091941364,-13.637771,102.29821,10464.924,0.0037880822,1.468273,2.1558259,0.024036108,0.011563246,0.00013370866,863.4232866885663,223.14584701399275,49794.06903959226,1196.596500748018,239.10098169095951,57169.27944558056,25.572299265941517,5.713047300610098,32.63890945900833,1300.8528826517254,506.2667267555164,256305.99861974473,8.644296,2.7094553,1.4008273,0.58924824,0.3472135,0.17202717366311499,0.19569013505620925,0.038294628958317416,-0.053501511061397576,0.2373260677244118,0.0563236624215321,0.04409363797348076,0.01666947417755211,0.0002778713693560765,-1.2813592e-07,0.026352301,0.00069444376,-3.8012188e-06,0.0017853664,3.1875334e-06,3.1625578231292515,1.676805516242421,2.8116767393010114,VALENCE NEG MODERATE
63,The Fifth Element,3.03,5.12,7.58,2.11,6.19,1.28,1.55,1.15,4.22,4.76,118.61215707369554,6925,277.0,0.27020505,0.30202895,0.09122148,0.41875663,0.2752329,0.07575315,0.23415798284530018,0.16882941806199955,0.02850337240315342,0.14303964,1.0969688,1.2033404,-10.078363,81.82752,6695.743,0.02305884,1.1434224,1.3074147,0.045878395,0.022570664,0.00050943485,1298.9911807541766,600.4527302282255,360543.48123853013,1160.309346970217,441.21636442677357,194671.88023797947,23.371130171771323,8.089695004966476,65.44316527337956,2174.960781615522,1204.6693249803152,1451228.1825485285,11.095158,3.8192325,1.4465716,0.43118268,0.1859185,0.4665216697444681,0.5364968130482505,0.2878288304109294,0.02351455015060185,0.11597360483821151,0.013449877019169637,0.0818146562563436,0.024838659457642524,0.0006169590036527344,-1.5774502e-06,0.047987692,0.0023028185,-1.838017e-05,0.007840574,6.1474595e-05,1.9017142857142857,1.148693292114403,1.3194962793486253,VALENCE NEG MODERATE
64,Big Fish,4.07,5.04,6.93,2.36,4.3,1.26,3.28,1.57,5.29,5.37,108.72781065088758,8534,316.0740740740741,0.37177873,0.29087088,0.08460587,0.33507398,0.27450693,0.07535405,0.2099413699638301,0.19813620191939577,0.039257954511043566,0.40609095,2.8708432,8.24174,-5.597653,68.758934,4727.7915,0.006572148,1.6726835,2.7978702,0.074548915,0.040561035,0.0016451975,1075.8396157074053,202.9387450807637,41184.13425495519,1532.9801871045486,223.67054562416936,50028.512979813626,24.140763170264066,7.663989439299831,58.736734125699336,1904.9884457827109,539.2242463380553,290762.7878388437,10.758709,3.3892078,1.5690266,0.7629471,0.58208823,0.7661428229534617,0.9799939757646039,0.960388192534915,-0.01751522279509571,0.17067925713316706,0.029131408815529756,0.05743745686306785,0.022074900976527704,0.0004873012531235038,-2.0280072e-06,0.07352928,0.005406555,1.1424248e-06,0.01876343,0.00035206633,5.318530612244897,3.047511570505249,9.287326772363368,VALENCE NEG MODERATE
65,The English Patient,2.58,6.85,8.16,3.83,5.87,1.06,1.74,1.04,3.88,4.18,108.72781065088758,7540,301.6,0.43340462,0.27970293,0.07823373,0.4794975,0.26277715,0.069051825,0.2458088835789765,0.15136487732294604,0.022911326086990508,1.0487921,4.4768476,20.042164,-1.3175936,54.578716,2978.8362,-0.00016522645,1.5519223,2.4084628,0.12931992,0.04325663,0.001871136,1162.4715030787415,176.59805343921533,31186.872478519956,1533.4679171356897,183.11261234042667,33530.22879813538,24.065715985428856,7.611337994376233,57.93246606463521,2267.4898785425103,466.8324319554544,217932.51952544396,11.823389,3.683146,1.6029348,0.58727866,0.34489623,1.5663088400937508,1.7437702769436119,3.0407347787520007,-0.024192630764369234,0.09452524510733996,0.008935021962602697,0.06648586456278764,0.019818272429835367,0.0003927639221031726,3.8992616e-07,0.113150276,0.012802985,-6.7938295e-06,0.035704773,0.0012748309,5.188498866213152,3.029020388957271,9.174964516718855,VALENCE NEG HIGH
66,Lethal weapon 3,4.72,4.72,6.67,1.26,3.02,1.32,3.57,2.13,5.08,4.87,130.47337278106508,9177,296.03225806451616,0.28400043,0.292629,0.085631736,0.2939711,0.30063534,0.090381615,0.18808848086513455,0.2189887136342402,0.04795605669917926,0.12933508,0.6078897,0.3695299,-6.2053924,69.38556,4814.356,0.0005780226,1.5150627,2.295415,0.04774045,0.014906884,0.0002222152,1318.288238611622,255.30571073002073,65181.00593136102,1509.48917150573,138.94203818251344,19304.889974311027,24.995833208846964,5.9235503636777835,35.0884489110272,2470.451183431953,477.3233934836345,227837.62196673255,11.597368,4.292283,1.5511516,0.62387896,0.38922495,0.49769124393459585,0.5310718609278625,0.28203732146938293,0.04829476816789411,0.19488417201875424,0.03797984050343539,0.08430131998179335,0.03632274501357342,0.0013193418053210723,-0.0009281683,0.047464985,0.002252925,-0.0005574832,0.007154374,5.1185067e-05,2.4009433106575964,1.3403446041442506,1.796523657858608,VALENCE NEG HIGH
68,Hellraiser,2.36,7.09,8.24,6.38,5.34,1.0,1.83,1.02,4.22,5.19,237.22431414739108,19234,320.56666666666666,0.4457282,0.250789,0.06289511,0.43570068,0.2516978,0.06335178,0.23817456926854214,0.16311409469165364,0.02660620788707775,0.30110165,1.5007728,2.252319,-2.1747978,59.61556,3554.015,0.019654708,2.5984457,6.7519193,0.06909669,0.028497817,0.00081212557,1517.65894425074,969.3436405298106,939627.0934355868,1643.2095628169031,643.948465910397,414669.6267483537,20.84809083766641,7.229502309388901,52.26570364145946,2927.552100504954,2048.478141670391,4196262.696901377,11.836993,4.2939115,1.4749323,1.2571019,1.5803052,0.9873468618512327,1.1581533426704753,1.3413191651387957,-0.002540871955950178,0.11017872090982325,0.012139350541324725,0.0862124738422606,0.07338165656217999,0.005384867519809734,7.826009e-07,0.061365753,0.0037657556,6.571855e-05,0.021556806,0.0004646959,6.5712471655328795,5.459554031653718,29.80673022454636,VALENCE NEG HIGH
69,Grizzle Man,2.04,4.54,7.76,2.17,6.17,1.04,1.68,1.06,2.94,3.3,186.3905325443787,8511,567.4,0.36163992,0.33316562,0.11099932,0.31405893,0.3068426,0.09415238,0.1977974209369826,0.21026058499873782,0.04420951360401145,1.165525,12.930173,167.18938,-12.028714,84.73307,7179.6934,0.001181553,2.0599868,4.2435455,0.11032584,0.091134034,0.008305413,919.3705325921694,512.66249265944,262822.8313797904,1346.115290768354,451.7606413623482,204087.6770841202,26.02726799942094,9.441138954315358,89.13510475469089,1619.88306147174,1352.9510889504309,1830476.6490921567,9.699004,2.8285809,1.4048276,1.3749315,1.8904366,0.616386785359219,0.9846421288448628,0.9695201218961434,-0.016606305293217077,0.1948063882241124,0.0379495288929236,0.0513950073421439,0.06299375894554618,0.00396821366608958,-1.0093291e-07,0.14053918,0.019751264,-2.1484773e-05,0.01850777,0.0003425375,11.335207860922146,4.137745896277163,17.120941102158508,VALENCE NEG HIGH
70,The Untouchables,7.45,7.64,4.27,1.02,1.02,6.89,1.11,1.79,5.7,5.69,96.64694280078895,6729,292.5652173913044,0.28668573,0.28238642,0.07974209,0.32852393,0.28527185,0.081380025,0.20954510646424096,0.19855523586705862,0.03942418169022328,0.32934007,1.2802062,1.6389278,-2.490952,51.16868,2618.2336,0.008651543,1.6558026,2.7416823,0.079856984,0.017408418,0.00030305298,1545.1148161268027,233.04853146098176,54311.61801612021,1606.0648596780347,176.05161621620766,30994.17157233887,23.713990086535528,7.255159211592051,52.637335185549,2872.745272162165,405.8799387765026,164738.52470121754,13.157882,4.726675,1.5738565,0.68720025,0.47224417,1.0279119753595776,1.0665097193528974,1.137442981474196,-0.021255728637088713,0.18433426374375983,0.033979120789954013,0.10788655788655789,0.030157887918551902,0.0009094982037079389,-0.0020023612,0.07472195,0.005583369,-0.0014326373,0.014706168,0.0002162714,3.6652698412698412,2.1992407742103843,4.836659982949492,ENERGY POS HIGH
71,Man of Galilee CD1,7.45,8.39,5.61,1.19,1.17,7.34,1.09,1.11,4.54,4.65,153.49808562478245,10004,294.2352941176471,0.3582619,0.28155684,0.07927425,0.45989892,0.2583883,0.066764526,0.24699540683966273,0.1494208898830509,0.022326602333442826,0.32933214,1.2669579,1.6051822,-6.58048,44.08931,1943.8671,0.004762866,2.5721135,6.615768,0.075653605,0.028707787,0.000824137,1907.6381084688414,304.9783247982335,93011.7785967368,1917.027697964722,230.50579331796862,53132.92075314607,21.493222958466603,7.221016045902942,52.14307273518777,3653.044673604901,690.2977469452593,476510.9794377012,13.302928,4.756131,1.7458036,1.0878563,1.1834314,1.1123480740977933,1.2531475320117011,1.5703787369870177,0.0026880388381058645,0.1146441293461981,0.013143276393547799,0.11325676201962337,0.02521804819213945,0.0006359499546210679,-3.129292e-06,0.06812812,0.00464144,-1.3833385e-05,0.022260198,0.0004955164,2.381206349206349,1.372326330830623,1.8832795582910407,ENERGY POS HIGH
72,Shine,6.91,8.12,5.66,1.04,1.09,6.36,1.17,2.13,5.85,5.71,137.34039240112114,10458,316.90909090909093,0.43235323,0.2953474,0.08723009,0.31117576,0.28155026,0.07927054,0.1970084025706155,0.21100005367276006,0.04452102264990763,1.4391009,6.6487346,44.205673,-4.3590717,58.209843,3388.386,-0.01244225,1.3449539,1.8089008,0.14808929,0.05849934,0.0034221727,947.4476106266331,260.66397121391304,67945.7058890077,1263.854863709609,221.73768916445195,49167.602795991115,23.004519958146016,6.011470369169611,36.13777599940423,1703.8741640698856,571.4716802253048,326579.88129953307,10.884656,3.6042936,1.4872655,0.8564423,0.7334934,1.7198851508105992,2.109223769124378,4.4488249082392475,-0.02999487523851371,0.19404976650154537,0.03765531187930428,0.04578795833441627,0.019590550186198184,0.00038378965659794967,-1.0327859e-05,0.13997205,0.019592175,-0.00020568926,0.034696594,0.0012038538,2.4473832199546486,1.2853330337808413,1.652081007728261,ENERGY POS HIGH
73,Shine,6.36,7.13,6.54,1.32,1.62,4.87,1.38,2.11,5.31,5.44,124.2603550295858,6641,474.35714285714283,0.35895705,0.31054264,0.09643674,0.33362463,0.29250064,0.085556634,0.20500826412925371,0.20323618027320695,0.04130494497204348,0.94463795,7.323423,53.632526,-9.413846,68.4892,4690.7705,0.010977215,1.9258708,3.7089784,0.1103434,0.06421633,0.004123737,809.5109381073831,179.8477718772553,32345.221049213265,1074.3179652806732,212.70491478800278,45243.38077497153,22.221832929324265,5.929247033900018,35.15597038901216,1441.66385980883,483.5959196382297,233865.0134907451,10.432316,3.0580783,1.537263,1.0766653,1.159208,1.0798508218717664,1.4081700326992475,1.9829428409921994,-0.05791267472267853,0.16827506855515556,0.028316498697242308,0.03749188194544668,0.009341008076608093,8.725443188725762e-05,-8.46743e-05,0.11111023,0.0123454835,-0.00014115492,0.030613024,0.00093715725,2.2778775510204086,1.26112146204207,1.5904273420231285,ENERGY POS HIGH
74,Batman,7.31,8.04,4.57,1.21,1.17,7.09,1.04,1.4,5.4,5.26,186.3905325443787,12256,291.8095238095238,0.4066763,0.27983254,0.07830626,0.44490683,0.26328808,0.06932061,0.24400376739949647,0.15425788416864064,0.02379549482818575,0.10797704,0.43114612,0.18588698,-7.3219995,51.122704,2613.531,0.024284413,2.2976904,5.2793813,0.042778023,0.01652347,0.00027302504,2017.6498718734877,413.7393787389922,171180.27351932722,2158.002529355259,316.9883448673184,100481.61078172199,20.91355791452301,7.034428634727966,49.483186217080764,4154.094900689707,1011.5827204210597,1023299.6002544716,13.630675,4.631491,1.6758286,0.7849325,0.616119,0.6582773164912987,0.761050506333551,0.5791978731905543,0.0026948989270084885,0.12151868145491085,0.014766789942540093,0.10455515527100093,0.035010985231246614,0.0012257690868625684,-1.12091676e-07,0.034169838,0.0011675777,1.4433899e-05,0.016590334,0.00027523917,3.0952199546485253,1.7904090804323909,3.2055646752947595,ENERGY POS HIGH
75,Juha,6.61,4.93,4.0,1.0,1.04,3.45,2.26,2.49,4.51,4.71,108.72781065088758,3910,217.22222222222223,0.31967565,0.2859295,0.081755675,0.319317,0.2945553,0.08676283,0.20130737661517395,0.2069025699541933,0.042808673453649845,0.13910115,0.7142446,0.51014537,-15.301566,52.529926,2759.393,0.016585814,1.5032736,2.2598314,0.048967108,0.020333564,0.0004134538,2073.277558345911,238.18371562535384,56731.48238909943,1977.0886014905077,186.969389856012,34957.552743129396,25.7919285595269,6.9527261625285215,48.340401091108575,4078.774515276692,478.2169068342038,228691.40998207356,12.047252,4.5952168,1.4578698,0.7860356,0.617852,0.5807605935414507,0.6638137156272701,0.4406486490548822,-0.01415179390910921,0.2087638423158201,0.0435823418584646,0.11243421967967132,0.024306009006058973,0.0005907820738026199,-3.8206286e-07,0.050118085,0.0025118224,-1.5398283e-06,0.0072388025,5.2400264e-05,4.538340136054422,2.7607976819132225,7.622003840457422,ENERGY POS MODERATE
76,Lethal weapon 3,6.27,6.34,5.42,1.04,1.26,4.53,1.55,1.83,4.66,5.6,96.64694280078895,7174,311.9130434782609,0.49677104,0.2990851,0.08945191,0.37589213,0.27082294,0.073345065,0.22779825305081822,0.17731691752432624,0.03144128924032871,0.046586387,0.7070037,0.49985427,-8.732366,88.28198,7793.7085,0.009077701,3.9115155,15.299953,0.021638365,0.020149963,0.000406021,2701.0210600285736,1587.267537247387,2519418.234799385,2640.946543963617,589.8719882747932,347948.96255125775,19.789796069376504,7.831549965513717,61.333174862337906,5365.377162473463,2746.5629139601924,7543607.840341504,10.723534,3.0690107,2.0268328,2.1523118,4.6324463,0.17502147193841136,0.26689098992264987,0.07123080050189198,0.0010925687806138356,0.10726192666234038,0.011505120911317286,0.1557217087660964,0.16793501442418274,0.028202169069650465,-0.00073266885,0.022869999,0.00052303687,-0.0004790961,0.011206107,0.00012557684,2.844444444444444,1.8208131423571177,3.3153604993804016,ENERGY POS MODERATE
77,Crouching Tiger,5.3,5.87,5.93,1.23,2.02,1.72,4.85,2.74,6.07,6.1,118.61215707369554,4809,229.0,0.42874548,0.2989723,0.089384444,0.4640154,0.28830758,0.08312126,0.2369760281685186,0.16485052443594714,0.027175695406806803,0.58712673,3.6158664,13.074491,-2.2618382,61.94198,3836.8086,-0.008435151,1.7225963,2.967338,0.09112818,0.044553738,0.0019850356,1058.107595503119,281.4232557982773,79199.04890410262,1423.1492125206557,239.57501259217742,57396.18665854196,23.509914802129508,6.762666572007838,45.733659164152236,1921.0257779969315,474.9714440940708,225597.87270480706,11.303613,3.2628,1.7477673,0.8084617,0.65361035,1.0005594178885966,1.1941375522442954,1.4259644936799973,7.461837327081983e-05,0.12011122395903655,0.014426706120937834,0.05471641296655976,0.02116165054112549,0.0004478154536247167,-1.4365378e-07,0.08357389,0.006984596,-1.158821e-05,0.030247055,0.0009148843,1.9260952380952383,1.2207707592673553,1.4902812466821953,ENERGY POS MODERATE
78,Batman,7.25,8.12,5.03,1.26,1.19,6.6,1.02,1.19,5.04,4.99,62.1301775147929,4476,298.4,0.45168963,0.26412493,0.069761984,0.4755939,0.2526757,0.063845016,0.24588981097414628,0.15123337658212865,0.02287153419243194,0.29301625,1.0428209,1.0874755,-0.5423162,36.80621,1354.697,0.018487172,2.0908556,4.3716774,0.07196417,0.021724103,0.00047193663,2198.117079339391,326.0944391502864,106337.58324473983,2308.534151733435,264.57121285686634,69997.92667255327,20.56889672368558,7.0577744160013385,49.81217970716304,4606.8326276030475,801.7843819321142,642858.1951102625,13.000084,4.665531,1.625872,0.8724807,0.7612226,1.1347453521165198,1.2349491661884744,1.5250994430696083,0.026154576296117164,0.09883213898478421,0.009767791696307704,0.1149949708672762,0.023465394932793548,0.0005506247593519731,6.0979403e-07,0.059268396,0.003512743,-3.738675e-05,0.025311494,0.0006406717,6.813895691609977,4.174522135694015,17.426635061399317,ENERGY POS MODERATE
79,Oliwer Twist,5.88,6.78,6.1,1.06,2.02,4.0,1.81,1.66,5.76,6.01,104.37869822485207,7583,303.32,0.33882868,0.31084952,0.096627414,0.27362502,0.2779092,0.07723352,0.19500458339508706,0.21285334338046435,0.04530654578824187,0.07603584,0.6605115,0.43627542,-10.249007,94.54368,8938.507,0.004826473,3.3808255,11.429981,0.029344514,0.022287669,0.00049674016,914.9390310959238,239.41775701370912,57320.86237347546,1235.0736519351942,254.90912427754225,64978.66163994348,22.723466881023715,5.875888889496104,34.52607024170376,1627.259027816181,507.3881015768522,257442.6856217621,10.565559,3.6009736,1.558723,1.4736665,2.171693,0.24903546222337866,0.35140120158912014,0.12348280447827746,0.05486109925337509,0.19651271969187914,0.03861724900069906,0.04465568461294957,0.019404375537132684,0.0003765297899860733,1.8350156e-05,0.033795476,0.0011421342,1.1699272e-05,0.007089932,5.0267136e-05,3.3088435374149663,2.1761136461200508,4.735470600829901,ENERGY POS MODERATE
80,Juha,5.6,3.07,4.01,1.0,1.53,1.13,6.38,3.15,6.06,5.42,89.98163640073454,6155,293.0952380952381,0.23115477,0.30090708,0.09054507,0.21882765,0.30665398,0.09403666,0.16263467777661397,0.2385021905933576,0.05688329491783027,0.107901685,0.6020647,0.36248195,-20.929937,84.76726,7185.488,0.004120905,2.0723314,4.294557,0.044457726,0.01629819,0.000265631,1398.536038826392,247.42781149951563,61220.52190343983,1236.4896258168576,302.9490193449829,91778.10832208682,29.502656713600118,6.268647533001889,39.29594189301067,2268.7301756598836,713.7184199247175,509393.98293983546,11.538306,4.1384273,1.5720656,1.1168901,1.2474434,0.3502343350077518,0.3896800244321643,0.15185052144145217,0.07845110112610396,0.2881459836692765,0.08302810790473499,0.10481060188418048,0.019011368027823862,0.0003614321142893634,9.4944276e-08,0.04687744,0.0021974945,8.538868e-08,0.003193152,1.019622e-05,2.7538866213151927,1.4797944291739964,2.189791552614394,ENERGY NEG MODERATE
81,Big Fish,5.24,3.7,4.79,1.06,1.43,1.36,5.36,3.4,6.14,5.82,108.72781065088758,7265,302.7083333333333,0.25652868,0.2998213,0.089892805,0.23843323,0.2938776,0.086364046,0.16637802322093692,0.23590609725572312,0.0556516867224267,0.1753533,1.2355194,1.5265082,-9.768053,69.25594,4796.3857,-0.0042095482,1.7423502,3.0357842,0.050388042,0.02278242,0.0005190387,1315.2355202038118,309.9602028202462,96075.32733236815,1740.2357018748212,317.7441377455176,100961.33707164248,25.810569342520594,5.702357647268271,32.516882737358934,2456.8966507726773,799.8185012261249,639709.6349036047,10.099105,3.599108,1.4481217,1.0619398,1.1277163,0.4243957713943605,0.4731957312404933,0.2239142000642252,0.04406222535662822,0.26434748483530346,0.069879592738751,0.06024945632933799,0.02099337560751327,0.00044072181939813315,-9.0808237e-07,0.054173324,0.0029347492,-6.3455263e-06,0.0046645156,2.1757705e-05,1.70550566893424,1.2444785546319168,1.548726872938745,ENERGY NEG MODERATE
